Prefix,Rank_code,Scientific_name,Number_of_fragments,Percentage
Man_10,D1,TACK group,48247,0.24
Man_10,P,Nitrososphaerota,48184,0.24
Man_10,P1,Nitrososphaerota incertae sedis,2127,0.01
Man_10,P2,Marine Group I,1722,0.01
Man_10,P3,environmental samples,35,0.00
Man_10,P1,unclassified Nitrososphaerota,2,0.00
Man_10,P,Candidatus Bathyarchaeota,49,0.00
Man_10,P1,unclassified Candidatus Bathyarchaeota,47,0.00
Man_10,P,Thermoproteota,4,0.00
Man_10,P,Euryarchaeota,691,0.00
Man_10,P1,Stenosarchaea group,640,0.00
Man_10,P1,unclassified Euryarchaeota,28,0.00
Man_10,P1,Methanomada group,1,0.00
Man_10,P,Candidatus Thermoplasmatota,96,0.00
Man_10,P1,DHVE2 group,7,0.00
Man_10,D1,DPANN group,27,0.00
Man_10,P,Candidatus Aenigmatarchaeota,13,0.00
Man_10,P1,unclassified Candidatus Aenigmatarchaeota,13,0.00
Man_10,P,Candidatus Woesearchaeota,13,0.00
Man_10,P1,unclassified Candidatus Woesearchaeota,13,0.00
Man_10,D1,Asgard group,24,0.00
Man_10,P,Candidatus Heimdallarchaeota,15,0.00
Man_10,P1,unclassified Candidatus Heimdallarchaeota,15,0.00
Man_10,P,Candidatus Lokiarchaeota,5,0.00
Man_10,P1,unclassified Candidatus Lokiarchaeota,5,0.00
Man_10,P,Candidatus Thorarchaeota,4,0.00
Man_10,P1,unclassified Candidatus Thorarchaeota,4,0.00
Man_10,D1,unclassified Archaea,9,0.00
Man_11,U,unclassified,13656962,96.12
Man_11,R,root,551492,3.88
Man_11,R1,cellular organisms,551492,3.88
Man_11,D,Bacteria,491183,3.46
Man_11,P,Pseudomonadota,338465,2.38
Man_11,P1,unclassified Pseudomonadota,2018,0.01
Man_11,P1,environmental samples,624,0.00
Man_11,D1,Terrabacteria group,40804,0.29
Man_11,P,Actinomycetota,15964,0.11
Man_11,P1,unclassified Actinomycetota,1266,0.01
Man_11,P,Bacillota,14293,0.10
Man_11,P1,unclassified Bacillota,1,0.00
Man_11,D2,Cyanobacteriota/Melainabacteria group,5945,0.04
Man_11,P,Cyanobacteriota,5802,0.04
Man_11,P,Candidatus Melainabacteria,139,0.00
Man_11,P1,unclassified Candidatus Melainabacteria,139,0.00
Man_11,P,Chloroflexota,2161,0.02
Man_11,P1,unclassified Chloroflexota,525,0.00
Man_11,P,Mycoplasmatota,848,0.01
Man_11,P1,unclassified Mycoplasmatota,718,0.01
Man_11,P,Deinococcota,594,0.00
Man_11,P,Armatimonadota,322,0.00
Man_11,P1,unclassified Armatimonadota,322,0.00
Man_11,D1,FCB group,31385,0.22
Man_11,D2,Bacteroidota/Chlorobiota group,27510,0.19
Man_11,P,Bacteroidota,26221,0.18
Man_11,P1,environmental samples,345,0.00
Man_11,P1,unclassified Bacteroidota,225,0.00
Man_11,P,Ignavibacteriota,425,0.00
Man_11,P1,unclassified Ignavibacteriota,51,0.00
Man_11,P,Rhodothermota,363,0.00
Man_11,P,Balneolota,261,0.00
Man_11,P,Chlorobiota,27,0.00
Man_11,P1,unclassified Chlorobiota,18,0.00
Man_11,P,Gemmatimonadota,2362,0.02
Man_11,P1,unclassified Gemmatimonadota,1956,0.01
Man_11,P1,environmental samples,31,0.00
Man_11,P,Candidatus Zixiibacteriota,495,0.00
Man_11,P,Candidatus Latescibacterota,485,0.00
Man_11,P1,unclassified Candidatus Latescibacterota,485,0.00
Man_11,P,Candidatus Neomarinimicrobiota,408,0.00
Man_11,P1,unclassified Candidatus Neomarinimicrobiota,404,0.00
Man_11,P1,environmental samples,4,0.00
Man_11,P,Candidatus Hydrogenedentota,42,0.00
Man_11,P1,unclassified Candidatus Hydrogenedentota,42,0.00
Man_11,P,Nitrospirota,10023,0.07
Man_11,P1,unclassified Nitrospirota,8265,0.06
Man_11,D1,PVC group,9487,0.07
Man_11,P,Planctomycetota,7883,0.06
Man_11,P1,unclassified Planctomycetota,552,0.00
Man_11,P,Verrucomicrobiota,1245,0.01
Man_11,P1,environmental samples,114,0.00
Man_11,P1,unclassified Verrucomicrobiota,19,0.00
Man_11,P,Lentisphaerota,181,0.00
Man_11,P1,unclassified Lentisphaerota,35,0.00
Man_11,P,Kiritimatiellota,59,0.00
Man_11,P1,unclassified Kiritimatiellota,1,0.00
Man_11,P,Candidatus Omnitrophota,58,0.00
Man_11,P1,unclassified Candidatus Omnitrophota,58,0.00
Man_11,P,Chlamydiota,18,0.00
Man_11,P,Myxococcota,4775,0.03
Man_11,P1,Polyangia,2193,0.02
Man_11,P,Thermodesulfobacteriota,3738,0.03
Man_11,P,Acidobacteriota,2760,0.02
Man_11,P1,unclassified Acidobacteriota,1288,0.01
Man_11,D1,Bacteria incertae sedis,1998,0.01
Man_11,D2,Bacteria candidate phyla,1998,0.01
Man_11,D3,Patescibacteria group,741,0.01
Man_11,D4,Parcubacteria group,508,0.00
Man_11,P,Candidatus Nomurabacteria,194,0.00
Man_11,P1,unclassified Candidatus Nomurabacteria,194,0.00
Man_11,P,Candidatus Moraniibacteriota,71,0.00
Man_11,P1,unclassified Candidatus Moraniibacteriota,71,0.00
Man_11,P,Candidatus Campbellbacteria,60,0.00
Man_11,P1,unclassified Candidatus Campbellbacteria,60,0.00
Man_11,P,Candidatus Falkowbacteria,50,0.00
Man_11,P1,unclassified Candidatus Falkowbacteria,50,0.00
Man_11,P,Candidatus Nealsonbacteria,47,0.00
Man_11,P1,unclassified Candidatus Nealsonbacteria,40,0.00
Man_11,P,Candidatus Kaiserbacteria,35,0.00
Man_11,P1,unclassified Candidatus Kaiserbacteria,35,0.00
Man_11,P,Candidatus Parcubacteria,22,0.00
Man_11,P1,unclassified Candidatus Parcubacteria,22,0.00
Man_11,P,Candidatus Uhrbacteria,15,0.00
Man_11,P1,unclassified Candidatus Uhrbacteria,15,0.00
Man_11,D4,Microgenomates group,112,0.00
Man_11,P,Candidatus Woesebacteria,112,0.00
Man_11,P1,unclassified Candidatus Woesebacteria,112,0.00
Man_11,D4,unclassified Patescibacteria group,110,0.00
Man_11,P,Candidatus Gracilibacteria,1,0.00
Man_11,P1,unclassified Candidatus Gracilibacteria,1,0.00
Man_11,P,Candidatus Aminicenantes,504,0.00
Man_11,P1,unclassified Candidatus Aminicenantes,504,0.00
Man_11,P,Candidatus Saccharibacteria,195,0.00
Man_11,P1,unclassified Candidatus Saccharibacteria,195,0.00
Man_11,P,candidate division WOR-3,187,0.00
Man_11,P,Candidatus Coatesbacteria,141,0.00
Man_11,P1,unclassified Candidatus Coatesbacteria,141,0.00
Man_11,P,Candidatus Peregrinibacteria,104,0.00
Man_11,P1,unclassified Candidatus Peregrinibacteria,38,0.00
Man_11,P,Candidatus Bipolaricaulota,48,0.00
Man_11,P1,unclassified Candidatus Bipolaricaulota,48,0.00
Man_11,P,Candidatus Eisenbacteria,46,0.00
Man_11,P1,unclassified Candidatus Eisenbacteria,46,0.00
Man_11,D3,Candidatus Dojkabacteria,13,0.00
Man_11,P,Campylobacterota,1260,0.01
Man_11,D1,unclassified Bacteria,643,0.00
Man_11,D1,delta/epsilon subdivisions,623,0.00
Man_11,P,Elusimicrobiota,265,0.00
Man_11,P1,unclassified Elusimicrobiota,265,0.00
Man_11,P,Spirochaetota,206,0.00
Man_11,P1,unclassified Spirochaetota,42,0.00
Man_11,D1,Nitrospinae/Tectomicrobia group,195,0.00
Man_11,P,Nitrospinota,176,0.00
Man_11,P,Candidatus Tectomicrobia,19,0.00
Man_11,P,Synergistota,113,0.00
Man_11,P1,unclassified Synergistota,113,0.00
Man_11,P,Calditrichota,104,0.00
Man_11,P,Bdellovibrionota,50,0.00
Man_11,D1,environmental samples,32,0.00
Man_11,P,Aquificota,22,0.00
Man_11,P1,unclassified Aquificota,18,0.00
Man_11,P,Thermotogota,16,0.00
Man_11,P,Fusobacteriota,1,0.00
Man_11,D,Archaea,59581,0.42
Man_11,D1,TACK group,59048,0.42
Man_11,P,Nitrososphaerota,58995,0.42
Man_11,P1,Nitrososphaerota incertae sedis,2539,0.02
Man_11,P2,Marine Group I,2062,0.01
Man_11,P3,environmental samples,19,0.00
Man_11,P,Candidatus Bathyarchaeota,45,0.00
Man_11,P1,unclassified Candidatus Bathyarchaeota,44,0.00
Man_11,P,Thermoproteota,7,0.00
Man_11,P,Euryarchaeota,406,0.00
Man_11,P1,Stenosarchaea group,389,0.00
Man_11,P1,unclassified Euryarchaeota,6,0.00
Man_11,P1,Methanomada group,1,0.00
Man_11,P,Candidatus Thermoplasmatota,59,0.00
Man_11,D1,Asgard group,23,0.00
Man_11,P,Candidatus Lokiarchaeota,8,0.00
Man_11,P1,unclassified Candidatus Lokiarchaeota,8,0.00
Man_11,P,Candidatus Heimdallarchaeota,8,0.00
Man_11,P1,unclassified Candidatus Heimdallarchaeota,8,0.00
Man_11,P,Candidatus Thorarchaeota,7,0.00
Man_11,P1,unclassified Candidatus Thorarchaeota,7,0.00
Man_11,D1,DPANN group,17,0.00
Man_11,P,Candidatus Woesearchaeota,11,0.00
Man_11,P1,unclassified Candidatus Woesearchaeota,10,0.00
Man_11,P1,environmental samples,1,0.00
Man_11,P,Candidatus Aenigmatarchaeota,5,0.00
Man_11,P1,unclassified Candidatus Aenigmatarchaeota,5,0.00
Man_11,P,Candidatus Diapherotrites,1,0.00
Man_11,P1,unclassified Candidatus Diapherotrites,1,0.00
Man_11,D1,unclassified Archaea,5,0.00
Man_21,U,unclassified,3368427,96.05
Man_21,R,root,138682,3.95
Man_21,R1,cellular organisms,138674,3.95
Man_21,D,Bacteria,117838,3.36
Man_21,P,Pseudomonadota,78295,2.23
Man_21,P1,unclassified Pseudomonadota,498,0.01
Man_21,P1,environmental samples,178,0.01
Man_21,D1,Terrabacteria group,11450,0.33
Man_21,P,Actinomycetota,4852,0.14
Man_21,P1,unclassified Actinomycetota,604,0.02
Man_21,P,Bacillota,3671,0.10
Man_21,P1,unclassified Bacillota,1,0.00
Man_21,D2,Cyanobacteriota/Melainabacteria group,1593,0.05
Man_21,P,Cyanobacteriota,1548,0.04
Man_21,P,Candidatus Melainabacteria,45,0.00
Man_21,P1,unclassified Candidatus Melainabacteria,45,0.00
Man_21,P,Chloroflexota,610,0.02
Man_21,P1,unclassified Chloroflexota,115,0.00
Man_21,P,Mycoplasmatota,276,0.01
Man_21,P1,unclassified Mycoplasmatota,239,0.01
Man_21,P,Deinococcota,163,0.00
Man_21,P,Armatimonadota,95,0.00
Man_21,P1,unclassified Armatimonadota,95,0.00
Man_21,D1,FCB group,8170,0.23
Man_21,D2,Bacteroidota/Chlorobiota group,7054,0.20
Man_21,P,Bacteroidota,6650,0.19
Man_21,P1,environmental samples,90,0.00
Man_21,P1,unclassified Bacteroidota,55,0.00
Man_21,P,Ignavibacteriota,130,0.00
Man_21,P1,unclassified Ignavibacteriota,24,0.00
Man_21,P,Rhodothermota,106,0.00
Man_21,P,Balneolota,59,0.00
Man_21,P,Chlorobiota,6,0.00
Man_21,P1,unclassified Chlorobiota,3,0.00
Man_21,P,Gemmatimonadota,699,0.02
Man_21,P1,unclassified Gemmatimonadota,556,0.02
Man_21,P1,environmental samples,20,0.00
Man_21,P,Candidatus Latescibacterota,140,0.00
Man_21,P1,unclassified Candidatus Latescibacterota,140,0.00
Man_21,P,Candidatus Zixiibacteriota,125,0.00
Man_21,P,Candidatus Neomarinimicrobiota,123,0.00
Man_21,P1,unclassified Candidatus Neomarinimicrobiota,122,0.00
Man_21,P1,environmental samples,1,0.00
Man_21,P,Candidatus Hydrogenedentota,7,0.00
Man_21,P1,unclassified Candidatus Hydrogenedentota,7,0.00
Man_21,D1,PVC group,3399,0.10
Man_21,P,Planctomycetota,2778,0.08
Man_21,P1,unclassified Planctomycetota,185,0.01
Man_21,P,Verrucomicrobiota,488,0.01
Man_21,P1,environmental samples,50,0.00
Man_21,P1,unclassified Verrucomicrobiota,7,0.00
Man_21,P,Lentisphaerota,58,0.00
Man_21,P1,unclassified Lentisphaerota,15,0.00
Man_21,P,Kiritimatiellota,30,0.00
Man_21,P1,unclassified Kiritimatiellota,3,0.00
Man_21,P,Candidatus Omnitrophota,22,0.00
Man_21,P1,unclassified Candidatus Omnitrophota,22,0.00
Man_21,P,Chlamydiota,4,0.00
Man_21,P,Nitrospirota,2483,0.07
Man_21,P1,unclassified Nitrospirota,2022,0.06
Man_21,P,Myxococcota,1213,0.03
Man_21,P1,Polyangia,508,0.01
Man_21,P,Acidobacteriota,739,0.02
Man_21,P1,unclassified Acidobacteriota,388,0.01
Man_21,P,Thermodesulfobacteriota,714,0.02
Man_21,D1,Bacteria incertae sedis,559,0.02
Man_21,D2,Bacteria candidate phyla,559,0.02
Man_21,D3,Patescibacteria group,230,0.01
Man_21,D4,Parcubacteria group,158,0.00
Man_21,P,Candidatus Nomurabacteria,45,0.00
Man_21,P1,unclassified Candidatus Nomurabacteria,45,0.00
Man_21,P,Candidatus Moraniibacteriota,32,0.00
Man_21,P1,unclassified Candidatus Moraniibacteriota,32,0.00
Man_21,P,Candidatus Falkowbacteria,29,0.00
Man_21,P1,unclassified Candidatus Falkowbacteria,29,0.00
Man_21,P,Candidatus Nealsonbacteria,19,0.00
Man_21,P1,unclassified Candidatus Nealsonbacteria,13,0.00
Man_21,P,Candidatus Campbellbacteria,12,0.00
Man_21,P1,unclassified Candidatus Campbellbacteria,12,0.00
Man_21,P,Candidatus Kaiserbacteria,9,0.00
Man_21,P1,unclassified Candidatus Kaiserbacteria,9,0.00
Man_21,P,Candidatus Parcubacteria,4,0.00
Man_21,P1,unclassified Candidatus Parcubacteria,4,0.00
Man_21,P,Candidatus Uhrbacteria,1,0.00
Man_21,P1,unclassified Candidatus Uhrbacteria,1,0.00
Man_21,D4,Microgenomates group,43,0.00
Man_21,P,Candidatus Woesebacteria,43,0.00
Man_21,P1,unclassified Candidatus Woesebacteria,43,0.00
Man_21,D4,unclassified Patescibacteria group,28,0.00
Man_21,P,Candidatus Aminicenantes,130,0.00
Man_21,P1,unclassified Candidatus Aminicenantes,130,0.00
Man_21,P,candidate division WOR-3,85,0.00
Man_21,P,Candidatus Saccharibacteria,29,0.00
Man_21,P1,unclassified Candidatus Saccharibacteria,29,0.00
Man_21,P,Candidatus Coatesbacteria,27,0.00
Man_21,P1,unclassified Candidatus Coatesbacteria,27,0.00
Man_21,P,Candidatus Peregrinibacteria,19,0.00
Man_21,P1,unclassified Candidatus Peregrinibacteria,9,0.00
Man_21,P,Candidatus Eisenbacteria,17,0.00
Man_21,P1,unclassified Candidatus Eisenbacteria,17,0.00
Man_21,P,Candidatus Bipolaricaulota,15,0.00
Man_21,P1,unclassified Candidatus Bipolaricaulota,15,0.00
Man_21,D3,Candidatus Dojkabacteria,3,0.00
Man_21,P,Campylobacterota,275,0.01
Man_21,D1,unclassified Bacteria,224,0.01
Man_21,D1,delta/epsilon subdivisions,177,0.01
Man_21,P,Elusimicrobiota,73,0.00
Man_21,P1,unclassified Elusimicrobiota,73,0.00
Man_21,D1,Nitrospinae/Tectomicrobia group,47,0.00
Man_21,P,Nitrospinota,42,0.00
Man_21,P,Candidatus Tectomicrobia,5,0.00
Man_21,P,Spirochaetota,46,0.00
Man_21,P1,unclassified Spirochaetota,13,0.00
Man_21,P,Calditrichota,28,0.00
Man_21,P,Synergistota,28,0.00
Man_21,P1,unclassified Synergistota,28,0.00
Man_21,P,Bdellovibrionota,17,0.00
Man_21,P,Aquificota,7,0.00
Man_21,P1,unclassified Aquificota,4,0.00
Man_21,D1,environmental samples,6,0.00
Man_21,P,Thermotogota,2,0.00
Man_21,D,Archaea,20684,0.59
Man_21,D1,TACK group,20524,0.59
Man_21,P,Nitrososphaerota,20515,0.58
Man_21,P1,Nitrososphaerota incertae sedis,985,0.03
Man_21,P2,Marine Group I,785,0.02
Man_21,P3,environmental samples,12,0.00
Man_21,P,Candidatus Bathyarchaeota,6,0.00
Man_21,P1,unclassified Candidatus Bathyarchaeota,6,0.00
Man_21,P,Euryarchaeota,126,0.00
Man_21,P1,Stenosarchaea group,115,0.00
Man_21,P1,unclassified Euryarchaeota,6,0.00
Man_21,P,Candidatus Thermoplasmatota,11,0.00
Man_21,P1,DHVE2 group,1,0.00
Man_21,D1,DPANN group,7,0.00
Man_21,P,Candidatus Aenigmatarchaeota,6,0.00
Man_21,P1,unclassified Candidatus Aenigmatarchaeota,6,0.00
Man_21,P,Candidatus Diapherotrites,1,0.00
Man_21,P1,unclassified Candidatus Diapherotrites,1,0.00
Man_21,D1,Asgard group,7,0.00
Man_21,P,Candidatus Heimdallarchaeota,6,0.00
Man_21,P1,unclassified Candidatus Heimdallarchaeota,6,0.00
Man_21,P,Candidatus Thorarchaeota,1,0.00
Man_21,P1,unclassified Candidatus Thorarchaeota,1,0.00
Man_21,D1,unclassified Archaea,1,0.00
Man_24,U,unclassified,1623604,97.03
Man_24,R,root,49761,2.97
Man_24,R1,cellular organisms,49761,2.97
Man_24,D,Bacteria,48459,2.90
Man_24,P,Pseudomonadota,27260,1.63
Man_24,P1,environmental samples,161,0.01
Man_24,P1,unclassified Pseudomonadota,105,0.01
Man_24,D1,Terrabacteria group,6964,0.42
Man_24,P,Bacillota,3325,0.20
Man_24,D2,Cyanobacteriota/Melainabacteria group,1832,0.11
Man_24,P,Cyanobacteriota,1775,0.11
Man_24,P,Candidatus Melainabacteria,57,0.00
Man_24,P1,unclassified Candidatus Melainabacteria,57,0.00
Man_24,P,Actinomycetota,909,0.05
Man_24,P1,unclassified Actinomycetota,126,0.01
Man_24,P,Mycoplasmatota,379,0.02
Man_24,P1,unclassified Mycoplasmatota,342,0.02
Man_24,P,Chloroflexota,378,0.02
Man_24,P1,unclassified Chloroflexota,119,0.01
Man_24,P,Deinococcota,29,0.00
Man_24,P,Armatimonadota,17,0.00
Man_24,P1,unclassified Armatimonadota,17,0.00
Man_24,D1,FCB group,3801,0.23
Man_24,D2,Bacteroidota/Chlorobiota group,3584,0.21
Man_24,P,Bacteroidota,3331,0.20
Man_24,P1,environmental samples,52,0.00
Man_24,P1,unclassified Bacteroidota,23,0.00
Man_24,P,Ignavibacteriota,107,0.01
Man_24,P1,unclassified Ignavibacteriota,11,0.00
Man_24,P,Balneolota,38,0.00
Man_24,P,Rhodothermota,10,0.00
Man_24,P,Chlorobiota,4,0.00
Man_24,P1,unclassified Chlorobiota,3,0.00
Man_24,P,Candidatus Neomarinimicrobiota,99,0.01
Man_24,P1,unclassified Candidatus Neomarinimicrobiota,99,0.01
Man_24,P,Gemmatimonadota,87,0.01
Man_24,P1,unclassified Gemmatimonadota,75,0.00
Man_24,P1,environmental samples,1,0.00
Man_24,P,Candidatus Latescibacterota,15,0.00
Man_24,P1,unclassified Candidatus Latescibacterota,15,0.00
Man_24,P,Candidatus Zixiibacteriota,12,0.00
Man_24,D1,PVC group,473,0.03
Man_24,P,Planctomycetota,352,0.02
Man_24,P1,unclassified Planctomycetota,24,0.00
Man_24,P,Verrucomicrobiota,101,0.01
Man_24,P1,environmental samples,8,0.00
Man_24,P1,unclassified Verrucomicrobiota,1,0.00
Man_24,P,Kiritimatiellota,8,0.00
Man_24,P,Candidatus Omnitrophota,7,0.00
Man_24,P1,unclassified Candidatus Omnitrophota,7,0.00
Man_24,P,Lentisphaerota,1,0.00
Man_24,P,Nitrospirota,439,0.03
Man_24,P1,unclassified Nitrospirota,249,0.01
Man_24,D1,Bacteria incertae sedis,360,0.02
Man_24,D2,Bacteria candidate phyla,360,0.02
Man_24,P,Candidatus Aminicenantes,144,0.01
Man_24,P1,unclassified Candidatus Aminicenantes,144,0.01
Man_24,D3,Patescibacteria group,128,0.01
Man_24,D4,Parcubacteria group,80,0.00
Man_24,P,Candidatus Nealsonbacteria,28,0.00
Man_24,P1,unclassified Candidatus Nealsonbacteria,28,0.00
Man_24,P,Candidatus Falkowbacteria,24,0.00
Man_24,P1,unclassified Candidatus Falkowbacteria,24,0.00
Man_24,P,Candidatus Parcubacteria,6,0.00
Man_24,P1,unclassified Candidatus Parcubacteria,6,0.00
Man_24,P,Candidatus Campbellbacteria,6,0.00
Man_24,P1,unclassified Candidatus Campbellbacteria,6,0.00
Man_24,P,Candidatus Nomurabacteria,6,0.00
Man_24,P1,unclassified Candidatus Nomurabacteria,6,0.00
Man_24,P,Candidatus Moraniibacteriota,5,0.00
Man_24,P1,unclassified Candidatus Moraniibacteriota,5,0.00
Man_24,P,Candidatus Uhrbacteria,2,0.00
Man_24,P1,unclassified Candidatus Uhrbacteria,2,0.00
Man_24,P,Candidatus Kaiserbacteria,2,0.00
Man_24,P1,unclassified Candidatus Kaiserbacteria,2,0.00
Man_24,D4,unclassified Patescibacteria group,26,0.00
Man_24,D4,Microgenomates group,20,0.00
Man_24,P,Candidatus Woesebacteria,20,0.00
Man_24,P1,unclassified Candidatus Woesebacteria,20,0.00
Man_24,P,Candidatus Gracilibacteria,1,0.00
Man_24,P1,unclassified Candidatus Gracilibacteria,1,0.00
Man_24,P,candidate division WOR-3,47,0.00
Man_24,P,Candidatus Peregrinibacteria,16,0.00
Man_24,P1,unclassified Candidatus Peregrinibacteria,5,0.00
Man_24,P,Candidatus Saccharibacteria,13,0.00
Man_24,P1,unclassified Candidatus Saccharibacteria,13,0.00
Man_24,P,Candidatus Eisenbacteria,5,0.00
Man_24,P1,unclassified Candidatus Eisenbacteria,5,0.00
Man_24,P,Candidatus Coatesbacteria,3,0.00
Man_24,P1,unclassified Candidatus Coatesbacteria,3,0.00
Man_24,P,Candidatus Bipolaricaulota,2,0.00
Man_24,P1,unclassified Candidatus Bipolaricaulota,2,0.00
Man_24,D3,Candidatus Dojkabacteria,2,0.00
Man_24,P,Campylobacterota,314,0.02
Man_24,P,Myxococcota,258,0.02
Man_24,P1,Polyangia,88,0.01
Man_24,P,Thermodesulfobacteriota,169,0.01
Man_24,P,Acidobacteriota,98,0.01
Man_24,P1,unclassified Acidobacteriota,64,0.00
Man_24,D1,delta/epsilon subdivisions,88,0.01
Man_24,D1,unclassified Bacteria,35,0.00
Man_24,D1,Nitrospinae/Tectomicrobia group,27,0.00
Man_24,P,Nitrospinota,19,0.00
Man_24,P,Candidatus Tectomicrobia,8,0.00
Man_24,P,Spirochaetota,14,0.00
Man_24,P1,unclassified Spirochaetota,2,0.00
Man_24,P,Elusimicrobiota,11,0.00
Man_24,P1,unclassified Elusimicrobiota,11,0.00
Man_24,P,Synergistota,6,0.00
Man_24,P1,unclassified Synergistota,6,0.00
Man_24,P,Calditrichota,5,0.00
Man_24,D1,environmental samples,5,0.00
Man_24,P,Aquificota,3,0.00
Man_24,P1,unclassified Aquificota,3,0.00
Man_24,P,Bdellovibrionota,2,0.00
Man_24,P,Thermotogota,1,0.00
Man_24,D,Archaea,1223,0.07
Man_24,D1,TACK group,1183,0.07
Man_24,P,Nitrososphaerota,1183,0.07
Man_24,P1,Nitrososphaerota incertae sedis,52,0.00
Man_24,P2,Marine Group I,37,0.00
Man_24,P3,environmental samples,1,0.00
Man_24,P,Euryarchaeota,27,0.00
Man_24,P1,Stenosarchaea group,27,0.00
Man_24,D1,Asgard group,4,0.00
Man_24,P,Candidatus Heimdallarchaeota,4,0.00
Man_24,P1,unclassified Candidatus Heimdallarchaeota,4,0.00
Man_24,P,Candidatus Thermoplasmatota,4,0.00
Man_24,D1,DPANN group,3,0.00
Man_24,P,Candidatus Aenigmatarchaeota,2,0.00
Man_24,P1,unclassified Candidatus Aenigmatarchaeota,2,0.00
Man_24,P,Candidatus Woesearchaeota,1,0.00
Man_24,P1,unclassified Candidatus Woesearchaeota,1,0.00
Man_28,U,unclassified,887787,97.39
Man_28,R,root,23808,2.61
Man_28,R1,cellular organisms,23808,2.61
Man_28,D,Bacteria,23185,2.54
Man_28,P,Pseudomonadota,12137,1.33
Man_28,P1,environmental samples,91,0.01
Man_28,P1,unclassified Pseudomonadota,45,0.00
Man_28,D1,Terrabacteria group,3396,0.37
Man_28,P,Bacillota,1495,0.16
Man_28,P1,unclassified Bacillota,1,0.00
Man_28,D2,Cyanobacteriota/Melainabacteria group,948,0.10
Man_28,P,Cyanobacteriota,917,0.10
Man_28,P,Candidatus Melainabacteria,31,0.00
Man_28,P1,unclassified Candidatus Melainabacteria,31,0.00
Man_28,P,Actinomycetota,534,0.06
Man_28,P1,unclassified Actinomycetota,64,0.01
Man_28,P,Chloroflexota,190,0.02
Man_28,P1,unclassified Chloroflexota,59,0.01
Man_28,P,Mycoplasmatota,171,0.02
Man_28,P1,unclassified Mycoplasmatota,151,0.02
Man_28,P,Armatimonadota,12,0.00
Man_28,P1,unclassified Armatimonadota,12,0.00
Man_28,P,Deinococcota,10,0.00
Man_28,D1,FCB group,2984,0.33
Man_28,D2,Bacteroidota/Chlorobiota group,2853,0.31
Man_28,P,Bacteroidota,2718,0.30
Man_28,P1,environmental samples,18,0.00
Man_28,P1,unclassified Bacteroidota,16,0.00
Man_28,P,Ignavibacteriota,71,0.01
Man_28,P1,unclassified Ignavibacteriota,4,0.00
Man_28,P,Balneolota,18,0.00
Man_28,P,Rhodothermota,3,0.00
Man_28,P,Candidatus Neomarinimicrobiota,70,0.01
Man_28,P1,unclassified Candidatus Neomarinimicrobiota,70,0.01
Man_28,P,Gemmatimonadota,42,0.00
Man_28,P1,unclassified Gemmatimonadota,31,0.00
Man_28,P,Candidatus Zixiibacteriota,8,0.00
Man_28,P,Candidatus Latescibacterota,7,0.00
Man_28,P1,unclassified Candidatus Latescibacterota,7,0.00
Man_28,D1,PVC group,327,0.04
Man_28,P,Planctomycetota,247,0.03
Man_28,P1,unclassified Planctomycetota,17,0.00
Man_28,P,Verrucomicrobiota,64,0.01
Man_28,P1,environmental samples,11,0.00
Man_28,P1,unclassified Verrucomicrobiota,1,0.00
Man_28,P,Kiritimatiellota,8,0.00
Man_28,P,Candidatus Omnitrophota,5,0.00
Man_28,P1,unclassified Candidatus Omnitrophota,5,0.00
Man_28,P,Lentisphaerota,2,0.00
Man_28,P1,unclassified Lentisphaerota,2,0.00
Man_28,P,Chlamydiota,1,0.00
Man_28,P,Nitrospirota,283,0.03
Man_28,P1,unclassified Nitrospirota,104,0.01
Man_28,D1,Bacteria incertae sedis,192,0.02
Man_28,D2,Bacteria candidate phyla,192,0.02
Man_28,P,Candidatus Aminicenantes,107,0.01
Man_28,P1,unclassified Candidatus Aminicenantes,107,0.01
Man_28,D3,Patescibacteria group,59,0.01
Man_28,D4,Parcubacteria group,36,0.00
Man_28,P,Candidatus Falkowbacteria,16,0.00
Man_28,P1,unclassified Candidatus Falkowbacteria,16,0.00
Man_28,P,Candidatus Nomurabacteria,9,0.00
Man_28,P1,unclassified Candidatus Nomurabacteria,9,0.00
Man_28,P,Candidatus Kaiserbacteria,4,0.00
Man_28,P1,unclassified Candidatus Kaiserbacteria,4,0.00
Man_28,P,Candidatus Nealsonbacteria,4,0.00
Man_28,P1,unclassified Candidatus Nealsonbacteria,4,0.00
Man_28,P,Candidatus Campbellbacteria,2,0.00
Man_28,P1,unclassified Candidatus Campbellbacteria,2,0.00
Man_28,P,Candidatus Parcubacteria,1,0.00
Man_28,P1,unclassified Candidatus Parcubacteria,1,0.00
Man_28,D4,Microgenomates group,11,0.00
Man_28,P,Candidatus Woesebacteria,11,0.00
Man_28,P1,unclassified Candidatus Woesebacteria,11,0.00
Man_28,D4,unclassified Patescibacteria group,9,0.00
Man_28,P,Candidatus Gracilibacteria,2,0.00
Man_28,P1,unclassified Candidatus Gracilibacteria,2,0.00
Man_28,P,candidate division WOR-3,16,0.00
Man_28,P,Candidatus Saccharibacteria,4,0.00
Man_28,P1,unclassified Candidatus Saccharibacteria,4,0.00
Man_28,P,Candidatus Peregrinibacteria,2,0.00
Man_28,P,Candidatus Bipolaricaulota,1,0.00
